knot,crossing_number,input_interval,signature_input,mirrored_to_positive_signature,determinant,goeritz_rank,m_G_zero,m_Q_zero,candidate_count,candidate_parameters,inequality_ok_for_all_candidates,congruence_ok_for_all_candidates,obstructs_u_2,new_interval,zero_energy,zero_characteristic_parity,goeritz_matrix,pd_notation
13a_1112,13,"[2,3]",4,False,205,4,1,-1,3,"[{""m1"":6,""m2"":10,""a"":1,""two_m1_minus_1"":11,""two_m2_minus_1"":19,""matrix"":[[6,1,1,0],[1,2,0,0],[1,0,10,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":12,""m2"":12,""a"":9,""two_m1_minus_1"":23,""two_m2_minus_1"":23,""matrix"":[[12,1,9,0],[1,2,0,0],[9,0,12,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":52,""m2"":52,""a"":51,""two_m1_minus_1"":103,""two_m2_minus_1"":103,""matrix"":[[52,1,51,0],[1,2,0,0],[51,0,52,1],[0,0,1,2]],""m_Q_zero"":""-1""}]",False,True,True,3,8,"[0,1,0,1]","[[6,-1,-3,-1],[-1,2,0,0],[-3,0,7,-3],[-1,0,-3,6]]","[[3,1,4,26],[1,10,2,11],[9,2,10,3],[13,5,14,4],[5,20,6,21],[21,6,22,7],[7,22,8,23],[17,8,18,9],[11,18,12,19],[19,12,20,13],[25,15,26,14],[15,25,16,24],[23,17,24,16]]"
13a_1149,13,"[2,3]",4,False,257,5,1,-1,4,"[{""m1"":2,""m2"":44,""a"":1,""two_m1_minus_1"":3,""two_m2_minus_1"":87,""matrix"":[[2,1,1,0],[1,2,0,0],[1,0,44,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":4,""m2"":20,""a"":2,""two_m1_minus_1"":7,""two_m2_minus_1"":39,""matrix"":[[4,1,2,0],[1,2,0,0],[2,0,20,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":10,""m2"":14,""a"":8,""two_m1_minus_1"":19,""two_m2_minus_1"":27,""matrix"":[[10,1,8,0],[1,2,0,0],[8,0,14,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":22,""m2"":24,""a"":21,""two_m1_minus_1"":43,""two_m2_minus_1"":47,""matrix"":[[22,1,21,0],[1,2,0,0],[21,0,24,1],[0,0,1,2]],""m_Q_zero"":""-1""}]",False,True,True,3,9,"[0,1,0,0,1]","[[5,-1,0,-1,-2],[-1,2,0,0,0],[0,0,2,-1,0],[-1,0,-1,5,-3],[-2,0,0,-3,7]]","[[3,1,4,26],[1,10,2,11],[9,2,10,3],[13,5,14,4],[5,15,6,14],[25,7,26,6],[7,18,8,19],[19,8,20,9],[11,20,12,21],[21,12,22,13],[15,22,16,23],[23,16,24,17],[17,24,18,25]]"
13a_1224,13,"[2,3]",4,False,149,4,1,-1,4,"[{""m1"":2,""m2"":26,""a"":1,""two_m1_minus_1"":3,""two_m2_minus_1"":51,""matrix"":[[2,1,1,0],[1,2,0,0],[1,0,26,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":6,""m2"":8,""a"":2,""two_m1_minus_1"":11,""two_m2_minus_1"":15,""matrix"":[[6,1,2,0],[1,2,0,0],[2,0,8,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":8,""m2"":12,""a"":7,""two_m1_minus_1"":15,""two_m2_minus_1"":23,""matrix"":[[8,1,7,0],[1,2,0,0],[7,0,12,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":38,""m2"":38,""a"":37,""two_m1_minus_1"":75,""two_m2_minus_1"":75,""matrix"":[[38,1,37,0],[1,2,0,0],[37,0,38,1],[0,0,1,2]],""m_Q_zero"":""-1""}]",False,True,True,3,8,"[0,0,1,1]","[[7,-1,-5,0],[-1,2,0,0],[-5,0,9,-2],[0,0,-2,3]]","[[3,1,4,26],[1,9,2,8],[9,3,10,2],[15,4,16,5],[5,19,6,18],[17,7,18,6],[7,20,8,21],[21,10,22,11],[11,22,12,23],[23,12,24,13],[13,24,14,25],[25,14,26,15],[19,16,20,17]]"
13a_1247,13,"[2,3]",4,False,205,5,1,-1,3,"[{""m1"":6,""m2"":10,""a"":1,""two_m1_minus_1"":11,""two_m2_minus_1"":19,""matrix"":[[6,1,1,0],[1,2,0,0],[1,0,10,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":12,""m2"":12,""a"":9,""two_m1_minus_1"":23,""two_m2_minus_1"":23,""matrix"":[[12,1,9,0],[1,2,0,0],[9,0,12,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":52,""m2"":52,""a"":51,""two_m1_minus_1"":103,""two_m2_minus_1"":103,""matrix"":[[52,1,51,0],[1,2,0,0],[51,0,52,1],[0,0,1,2]],""m_Q_zero"":""-1""}]",False,True,True,3,9,"[0,1,1,1,0]","[[6,-1,0,-1,-2],[-1,2,0,0,0],[0,0,5,0,-1],[-1,0,0,2,-1],[-2,0,-1,-1,4]]","[[3,1,4,26],[1,10,2,11],[9,2,10,3],[15,4,16,5],[5,16,6,17],[17,6,18,7],[7,18,8,19],[11,9,12,8],[23,12,24,13],[13,22,14,23],[19,14,20,15],[25,21,26,20],[21,25,22,24]]"
13a_1255,13,"[2,3]",4,False,265,6,1,-1,2,"[{""m1"":4,""m2"":22,""a"":3,""two_m1_minus_1"":7,""two_m2_minus_1"":43,""matrix"":[[4,1,3,0],[1,2,0,0],[3,0,22,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":10,""m2"":16,""a"":9,""two_m1_minus_1"":19,""two_m2_minus_1"":31,""matrix"":[[10,1,9,0],[1,2,0,0],[9,0,16,1],[0,0,1,2]],""m_Q_zero"":""-1""}]",False,True,True,3,10,"[0,1,0,1,1,0]","[[6,-1,-1,-3,0,0],[-1,2,0,0,0,0],[-1,0,3,-1,0,0],[-3,0,-1,6,0,-1],[0,0,0,0,2,-1],[0,0,0,-1,-1,2]]","[[3,1,4,26],[1,10,2,11],[9,2,10,3],[15,5,16,4],[5,24,6,25],[17,6,18,7],[7,18,8,19],[19,8,20,9],[11,22,12,23],[21,12,22,13],[13,20,14,21],[23,14,24,15],[25,17,26,16]]"
13a_1295,13,"[2,3]",4,False,229,7,1,-1,3,"[{""m1"":4,""m2"":18,""a"":2,""two_m1_minus_1"":7,""two_m2_minus_1"":35,""matrix"":[[4,1,2,0],[1,2,0,0],[2,0,18,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":12,""m2"":16,""a"":11,""two_m1_minus_1"":23,""two_m2_minus_1"":31,""matrix"":[[12,1,11,0],[1,2,0,0],[11,0,16,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":58,""m2"":58,""a"":57,""two_m1_minus_1"":115,""two_m2_minus_1"":115,""matrix"":[[58,1,57,0],[1,2,0,0],[57,0,58,1],[0,0,1,2]],""m_Q_zero"":""-1""}]",False,True,True,3,11,"[0,1,1,1,1,0,0]","[[4,-1,0,0,-1,0,0],[-1,2,0,0,0,0,0],[0,0,4,0,0,-1,-1],[0,0,0,3,0,0,-1],[-1,0,0,0,2,-1,0],[0,0,-1,0,-1,2,0],[0,0,-1,-1,0,0,2]]","[[3,1,4,26],[1,10,2,11],[9,2,10,3],[15,4,16,5],[5,16,6,17],[19,6,20,7],[7,20,8,21],[11,9,12,8],[25,12,26,13],[13,24,14,25],[23,14,24,15],[17,22,18,23],[21,18,22,19]]"
13a_1329,13,"[2,3]",4,False,373,7,1,-1,3,"[{""m1"":6,""m2"":22,""a"":5,""two_m1_minus_1"":11,""two_m2_minus_1"":43,""matrix"":[[6,1,5,0],[1,2,0,0],[5,0,22,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":10,""m2"":12,""a"":4,""two_m1_minus_1"":19,""two_m2_minus_1"":23,""matrix"":[[10,1,4,0],[1,2,0,0],[4,0,12,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":94,""m2"":94,""a"":93,""two_m1_minus_1"":187,""two_m2_minus_1"":187,""matrix"":[[94,1,93,0],[1,2,0,0],[93,0,94,1],[0,0,1,2]],""m_Q_zero"":""-1""}]",False,True,True,3,11,"[0,1,1,0,1,0,1]","[[5,-1,0,0,-1,0,-1],[-1,2,0,0,0,0,0],[0,0,3,-1,0,-1,0],[0,0,-1,2,-1,0,0],[-1,0,0,-1,4,-1,0],[0,0,-1,0,-1,3,-1],[-1,0,0,0,0,-1,2]]","[[3,1,4,26],[1,10,2,11],[9,2,10,3],[15,4,16,5],[5,22,6,23],[21,6,22,7],[7,16,8,17],[11,9,12,8],[17,12,18,13],[13,20,14,21],[23,14,24,15],[25,18,26,19],[19,24,20,25]]"
13a_1339,13,"[2,3]",4,False,265,7,1,-1,2,"[{""m1"":4,""m2"":22,""a"":3,""two_m1_minus_1"":7,""two_m2_minus_1"":43,""matrix"":[[4,1,3,0],[1,2,0,0],[3,0,22,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":10,""m2"":16,""a"":9,""two_m1_minus_1"":19,""two_m2_minus_1"":31,""matrix"":[[10,1,9,0],[1,2,0,0],[9,0,16,1],[0,0,1,2]],""m_Q_zero"":""-1""}]",False,True,True,3,11,"[0,1,1,1,1,0,0]","[[4,-1,0,0,-1,0,0],[-1,2,0,0,0,0,0],[0,0,3,0,0,-1,0],[0,0,0,3,0,0,-1],[-1,0,0,0,3,-1,-1],[0,0,-1,0,-1,2,0],[0,0,0,-1,-1,0,2]]","[[3,1,4,26],[1,10,2,11],[9,2,10,3],[15,4,16,5],[5,16,6,17],[21,6,22,7],[7,22,8,23],[11,9,12,8],[25,12,26,13],[13,18,14,19],[17,14,18,15],[19,24,20,25],[23,20,24,21]]"
13a_1377,13,"[2,3]",4,False,209,6,1,-1,6,"[{""m1"":2,""m2"":36,""a"":1,""two_m1_minus_1"":3,""two_m2_minus_1"":71,""matrix"":[[2,1,1,0],[1,2,0,0],[1,0,36,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":4,""m2"":18,""a"":3,""two_m1_minus_1"":7,""two_m2_minus_1"":35,""matrix"":[[4,1,3,0],[1,2,0,0],[3,0,18,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":6,""m2"":10,""a"":0,""two_m1_minus_1"":11,""two_m2_minus_1"":19,""matrix"":[[6,1,0,0],[1,2,0,0],[0,0,10,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":8,""m2"":8,""a"":2,""two_m1_minus_1"":15,""two_m2_minus_1"":15,""matrix"":[[8,1,2,0],[1,2,0,0],[2,0,8,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":8,""m2"":14,""a"":7,""two_m1_minus_1"":15,""two_m2_minus_1"":27,""matrix"":[[8,1,7,0],[1,2,0,0],[7,0,14,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":18,""m2"":20,""a"":17,""two_m1_minus_1"":35,""two_m2_minus_1"":39,""matrix"":[[18,1,17,0],[1,2,0,0],[17,0,20,1],[0,0,1,2]],""m_Q_zero"":""-1""}]",False,True,True,3,10,"[0,1,0,1,0,1]","[[4,-1,-1,0,0,-1],[-1,2,0,0,0,0],[-1,0,3,-1,0,0],[0,0,-1,2,-1,0],[0,0,0,-1,2,-1],[-1,0,0,0,-1,6]]","[[3,1,4,26],[1,10,2,11],[9,2,10,3],[15,5,16,4],[5,24,6,25],[23,6,24,7],[7,22,8,23],[17,8,18,9],[11,18,12,19],[19,12,20,13],[13,20,14,21],[21,14,22,15],[25,17,26,16]]"
13a_1378,13,"[2,3]",4,False,273,6,1,-1,4,"[{""m1"":2,""m2"":46,""a"":0,""two_m1_minus_1"":3,""two_m2_minus_1"":91,""matrix"":[[2,1,0,0],[1,2,0,0],[0,0,46,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":4,""m2"":20,""a"":0,""two_m1_minus_1"":7,""two_m2_minus_1"":39,""matrix"":[[4,1,0,0],[1,2,0,0],[0,0,20,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":12,""m2"":12,""a"":8,""two_m1_minus_1"":23,""two_m2_minus_1"":23,""matrix"":[[12,1,8,0],[1,2,0,0],[8,0,12,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":24,""m2"":24,""a"":22,""two_m1_minus_1"":47,""two_m2_minus_1"":47,""matrix"":[[24,1,22,0],[1,2,0,0],[22,0,24,1],[0,0,1,2]],""m_Q_zero"":""-1""}]",False,True,True,3,10,"[0,1,0,1,1,0]","[[4,-1,-1,-1,0,0],[-1,2,0,0,0,0],[-1,0,5,-3,0,0],[-1,0,-3,6,0,-1],[0,0,0,0,2,-1],[0,0,0,-1,-1,2]]","[[3,1,4,26],[1,10,2,11],[9,2,10,3],[15,5,16,4],[5,22,6,23],[23,6,24,7],[7,24,8,25],[17,8,18,9],[11,20,12,21],[19,12,20,13],[13,18,14,19],[21,14,22,15],[25,17,26,16]]"
13a_1383,13,"[2,3]",4,False,213,5,1,-1,3,"[{""m1"":2,""m2"":36,""a"":0,""two_m1_minus_1"":3,""two_m2_minus_1"":71,""matrix"":[[2,1,0,0],[1,2,0,0],[0,0,36,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":4,""m2"":16,""a"":1,""two_m1_minus_1"":7,""two_m2_minus_1"":31,""matrix"":[[4,1,1,0],[1,2,0,0],[1,0,16,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":54,""m2"":54,""a"":53,""two_m1_minus_1"":107,""two_m2_minus_1"":107,""matrix"":[[54,1,53,0],[1,2,0,0],[53,0,54,1],[0,0,1,2]],""m_Q_zero"":""-1""}]",False,True,True,3,9,"[0,1,0,0,1]","[[5,-1,0,-1,-2],[-1,2,0,0,0],[0,0,2,-1,0],[-1,0,-1,3,-1],[-2,0,0,-1,7]]","[[3,1,4,26],[1,10,2,11],[9,2,10,3],[15,5,16,4],[5,17,6,16],[25,7,26,6],[7,18,8,19],[19,8,20,9],[11,20,12,21],[21,12,22,13],[13,22,14,23],[23,14,24,15],[17,24,18,25]]"
13a_1452,13,"[2,3]",4,False,177,4,1,-1,2,"[{""m1"":2,""m2"":30,""a"":0,""two_m1_minus_1"":3,""two_m2_minus_1"":59,""matrix"":[[2,1,0,0],[1,2,0,0],[0,0,30,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":16,""m2"":16,""a"":14,""two_m1_minus_1"":31,""two_m2_minus_1"":31,""matrix"":[[16,1,14,0],[1,2,0,0],[14,0,16,1],[0,0,1,2]],""m_Q_zero"":""-1""}]",False,True,True,3,8,"[0,1,0,1]","[[4,-1,-1,-1],[-1,2,0,0],[-1,0,5,-1],[-1,0,-1,6]]","[[3,1,4,26],[1,10,2,11],[9,2,10,3],[17,5,18,4],[5,17,6,16],[15,7,16,6],[7,24,8,25],[19,8,20,9],[11,20,12,21],[21,12,22,13],[13,22,14,23],[23,14,24,15],[25,19,26,18]]"
13a_1462,13,"[2,3]",4,False,165,4,1,-1,4,"[{""m1"":2,""m2"":28,""a"":0,""two_m1_minus_1"":3,""two_m2_minus_1"":55,""matrix"":[[2,1,0,0],[1,2,0,0],[0,0,28,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":6,""m2"":8,""a"":0,""two_m1_minus_1"":11,""two_m2_minus_1"":15,""matrix"":[[6,1,0,0],[1,2,0,0],[0,0,8,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":10,""m2"":10,""a"":7,""two_m1_minus_1"":19,""two_m2_minus_1"":19,""matrix"":[[10,1,7,0],[1,2,0,0],[7,0,10,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":42,""m2"":42,""a"":41,""two_m1_minus_1"":83,""two_m2_minus_1"":83,""matrix"":[[42,1,41,0],[1,2,0,0],[41,0,42,1],[0,0,1,2]],""m_Q_zero"":""-1""}]",False,True,True,3,8,"[0,1,0,1]","[[6,-1,-1,-1],[-1,2,0,0],[-1,0,3,-1],[-1,0,-1,6]]","[[3,1,4,26],[1,10,2,11],[9,2,10,3],[17,5,18,4],[5,24,6,25],[19,6,20,7],[7,13,8,12],[11,9,12,8],[13,20,14,21],[21,14,22,15],[15,22,16,23],[23,16,24,17],[25,19,26,18]]"
13a_1469,13,"[2,3]",4,False,221,7,1,-1,5,"[{""m1"":2,""m2"":38,""a"":1,""two_m1_minus_1"":3,""two_m2_minus_1"":75,""matrix"":[[2,1,1,0],[1,2,0,0],[1,0,38,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":8,""m2"":8,""a"":1,""two_m1_minus_1"":15,""two_m2_minus_1"":15,""matrix"":[[8,1,1,0],[1,2,0,0],[1,0,8,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":8,""m2"":10,""a"":4,""two_m1_minus_1"":15,""two_m2_minus_1"":19,""matrix"":[[8,1,4,0],[1,2,0,0],[4,0,10,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":12,""m2"":14,""a"":10,""two_m1_minus_1"":23,""two_m2_minus_1"":27,""matrix"":[[12,1,10,0],[1,2,0,0],[10,0,14,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":56,""m2"":56,""a"":55,""two_m1_minus_1"":111,""two_m2_minus_1"":111,""matrix"":[[56,1,55,0],[1,2,0,0],[55,0,56,1],[0,0,1,2]],""m_Q_zero"":""-1""}]",False,True,True,3,11,"[0,1,1,0,1,0,1]","[[6,-1,-2,0,0,0,-1],[-1,2,0,0,0,0,0],[-2,0,5,-1,0,-1,0],[0,0,-1,2,-1,0,0],[0,0,0,-1,2,0,0],[0,0,-1,0,0,2,-1],[-1,0,0,0,0,-1,2]]","[[3,1,4,26],[1,10,2,11],[9,2,10,3],[17,4,18,5],[5,20,6,21],[19,6,20,7],[7,18,8,19],[11,9,12,8],[21,12,22,13],[13,24,14,25],[23,14,24,15],[15,22,16,23],[25,16,26,17]]"
13a_1472,13,"[2,3]",4,False,209,7,1,-1,6,"[{""m1"":2,""m2"":36,""a"":1,""two_m1_minus_1"":3,""two_m2_minus_1"":71,""matrix"":[[2,1,1,0],[1,2,0,0],[1,0,36,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":4,""m2"":18,""a"":3,""two_m1_minus_1"":7,""two_m2_minus_1"":35,""matrix"":[[4,1,3,0],[1,2,0,0],[3,0,18,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":6,""m2"":10,""a"":0,""two_m1_minus_1"":11,""two_m2_minus_1"":19,""matrix"":[[6,1,0,0],[1,2,0,0],[0,0,10,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":8,""m2"":8,""a"":2,""two_m1_minus_1"":15,""two_m2_minus_1"":15,""matrix"":[[8,1,2,0],[1,2,0,0],[2,0,8,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":8,""m2"":14,""a"":7,""two_m1_minus_1"":15,""two_m2_minus_1"":27,""matrix"":[[8,1,7,0],[1,2,0,0],[7,0,14,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":18,""m2"":20,""a"":17,""two_m1_minus_1"":35,""two_m2_minus_1"":39,""matrix"":[[18,1,17,0],[1,2,0,0],[17,0,20,1],[0,0,1,2]],""m_Q_zero"":""-1""}]",False,True,True,3,11,"[0,1,1,0,1,1,0]","[[6,-1,0,0,0,-3,0],[-1,2,0,0,0,0,0],[0,0,3,-1,0,0,-1],[0,0,-1,2,-1,0,0],[0,0,0,-1,2,0,0],[-3,0,0,0,0,4,-1],[0,0,-1,0,0,-1,2]]","[[3,1,4,26],[1,10,2,11],[9,2,10,3],[17,4,18,5],[5,20,6,21],[19,6,20,7],[7,18,8,19],[11,9,12,8],[23,12,24,13],[13,24,14,25],[25,14,26,15],[15,22,16,23],[21,16,22,17]]"
13a_1475,13,"[2,3]",4,False,113,7,1,-1,2,"[{""m1"":2,""m2"":20,""a"":1,""two_m1_minus_1"":3,""two_m2_minus_1"":39,""matrix"":[[2,1,1,0],[1,2,0,0],[1,0,20,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":10,""m2"":12,""a"":9,""two_m1_minus_1"":19,""two_m2_minus_1"":23,""matrix"":[[10,1,9,0],[1,2,0,0],[9,0,12,1],[0,0,1,2]],""m_Q_zero"":""-1""}]",False,True,True,3,11,"[0,1,1,1,0,1,0]","[[4,-1,0,-1,0,0,0],[-1,2,0,0,0,0,0],[0,0,5,0,0,0,-1],[-1,0,0,2,-1,0,0],[0,0,0,-1,2,-1,0],[0,0,0,0,-1,2,-1],[0,0,-1,0,0,-1,2]]","[[3,1,4,26],[1,10,2,11],[9,2,10,3],[17,4,18,5],[5,18,6,19],[19,6,20,7],[7,20,8,21],[11,9,12,8],[25,12,26,13],[13,24,14,25],[23,14,24,15],[15,22,16,23],[21,16,22,17]]"
13a_1495,13,"[2,3]",4,False,257,7,1,-1,4,"[{""m1"":2,""m2"":44,""a"":1,""two_m1_minus_1"":3,""two_m2_minus_1"":87,""matrix"":[[2,1,1,0],[1,2,0,0],[1,0,44,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":4,""m2"":20,""a"":2,""two_m1_minus_1"":7,""two_m2_minus_1"":39,""matrix"":[[4,1,2,0],[1,2,0,0],[2,0,20,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":10,""m2"":14,""a"":8,""two_m1_minus_1"":19,""two_m2_minus_1"":27,""matrix"":[[10,1,8,0],[1,2,0,0],[8,0,14,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":22,""m2"":24,""a"":21,""two_m1_minus_1"":43,""two_m2_minus_1"":47,""matrix"":[[22,1,21,0],[1,2,0,0],[21,0,24,1],[0,0,1,2]],""m_Q_zero"":""-1""}]",False,True,True,3,11,"[0,1,1,0,1,1,0]","[[6,-1,0,0,-2,-1,0],[-1,2,0,0,0,0,0],[0,0,3,-1,0,0,-1],[0,0,-1,2,-1,0,0],[-2,0,0,-1,4,0,0],[-1,0,0,0,0,2,-1],[0,0,-1,0,0,-1,2]]","[[3,1,4,26],[1,10,2,11],[9,2,10,3],[17,4,18,5],[5,22,6,23],[21,6,22,7],[7,18,8,19],[11,9,12,8],[19,12,20,13],[13,20,14,21],[25,14,26,15],[15,24,16,25],[23,16,24,17]]"
13a_1499,13,"[2,3]",4,False,325,7,1,-1,5,"[{""m1"":4,""m2"":24,""a"":1,""two_m1_minus_1"":7,""two_m2_minus_1"":47,""matrix"":[[4,1,1,0],[1,2,0,0],[1,0,24,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":6,""m2"":16,""a"":2,""two_m1_minus_1"":11,""two_m2_minus_1"":31,""matrix"":[[6,1,2,0],[1,2,0,0],[2,0,16,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":10,""m2"":10,""a"":3,""two_m1_minus_1"":19,""two_m2_minus_1"":19,""matrix"":[[10,1,3,0],[1,2,0,0],[3,0,10,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":18,""m2"":18,""a"":15,""two_m1_minus_1"":35,""two_m2_minus_1"":35,""matrix"":[[18,1,15,0],[1,2,0,0],[15,0,18,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":82,""m2"":82,""a"":81,""two_m1_minus_1"":163,""two_m2_minus_1"":163,""matrix"":[[82,1,81,0],[1,2,0,0],[81,0,82,1],[0,0,1,2]],""m_Q_zero"":""-1""}]",False,True,True,3,11,"[0,1,1,0,1,1,0]","[[4,-1,0,0,0,-1,0],[-1,2,0,0,0,0,0],[0,0,3,-1,0,0,-1],[0,0,-1,2,-1,0,0],[0,0,0,-1,4,0,-2],[-1,0,0,0,0,2,-1],[0,0,-1,0,-2,-1,4]]","[[3,1,4,26],[1,10,2,11],[9,2,10,3],[17,4,18,5],[5,22,6,23],[21,6,22,7],[7,18,8,19],[11,9,12,8],[25,12,26,13],[13,24,14,25],[19,14,20,15],[15,20,16,21],[23,16,24,17]]"
13a_1503,13,"[2,3]",4,False,233,5,1,-1,3,"[{""m1"":2,""m2"":40,""a"":1,""two_m1_minus_1"":3,""two_m2_minus_1"":79,""matrix"":[[2,1,1,0],[1,2,0,0],[1,0,40,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":6,""m2"":14,""a"":4,""two_m1_minus_1"":11,""two_m2_minus_1"":27,""matrix"":[[6,1,4,0],[1,2,0,0],[4,0,14,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":20,""m2"":22,""a"":19,""two_m1_minus_1"":39,""two_m2_minus_1"":43,""matrix"":[[20,1,19,0],[1,2,0,0],[19,0,22,1],[0,0,1,2]],""m_Q_zero"":""-1""}]",False,True,True,3,9,"[0,1,1,0,0]","[[6,-1,-3,-1,0],[-1,2,0,0,0],[-3,0,7,-3,0],[-1,0,-3,5,-1],[0,0,0,-1,2]]","[[3,1,4,26],[1,10,2,11],[9,2,10,3],[17,4,18,5],[5,20,6,21],[21,6,22,7],[7,22,8,23],[13,9,14,8],[11,19,12,18],[19,13,20,12],[23,14,24,15],[15,24,16,25],[25,16,26,17]]"
13a_1541,13,"[2,3]",4,False,345,6,1,-1,4,"[{""m1"":2,""m2"":58,""a"":0,""two_m1_minus_1"":3,""two_m2_minus_1"":115,""matrix"":[[2,1,0,0],[1,2,0,0],[0,0,58,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":8,""m2"":12,""a"":0,""two_m1_minus_1"":15,""two_m2_minus_1"":23,""matrix"":[[8,1,0,0],[1,2,0,0],[0,0,12,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":10,""m2"":10,""a"":2,""two_m1_minus_1"":19,""two_m2_minus_1"":19,""matrix"":[[10,1,2,0],[1,2,0,0],[2,0,10,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":30,""m2"":30,""a"":28,""two_m1_minus_1"":59,""two_m2_minus_1"":59,""matrix"":[[30,1,28,0],[1,2,0,0],[28,0,30,1],[0,0,1,2]],""m_Q_zero"":""-1""}]",False,True,True,3,10,"[0,0,1,0,1,1]","[[6,-1,-3,0,-1,0],[-1,2,0,0,0,0],[-3,0,5,-1,0,0],[0,0,-1,3,-1,-1],[-1,0,0,-1,3,0],[0,0,0,-1,0,2]]","[[3,1,4,26],[1,9,2,8],[9,3,10,2],[19,4,20,5],[5,22,6,23],[11,6,12,7],[7,14,8,15],[15,10,16,11],[21,12,22,13],[13,20,14,21],[23,16,24,17],[17,24,18,25],[25,18,26,19]]"
