knot,crossing_number,input_interval,signature_input,mirrored_to_positive_signature,determinant,goeritz_rank,m_G_zero,m_Q_zero,candidate_count,candidate_parameters,inequality_ok_for_all_candidates,congruence_ok_for_all_candidates,obstructs_u_2,new_interval,zero_energy,zero_characteristic_parity,goeritz_matrix,pd_notation
13a_3704,13,"[2,3]",4,False,273,7,1,-1,4,"[{""m1"":2,""m2"":46,""a"":0,""two_m1_minus_1"":3,""two_m2_minus_1"":91,""matrix"":[[2,1,0,0],[1,2,0,0],[0,0,46,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":4,""m2"":20,""a"":0,""two_m1_minus_1"":7,""two_m2_minus_1"":39,""matrix"":[[4,1,0,0],[1,2,0,0],[0,0,20,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":12,""m2"":12,""a"":8,""two_m1_minus_1"":23,""two_m2_minus_1"":23,""matrix"":[[12,1,8,0],[1,2,0,0],[8,0,12,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":24,""m2"":24,""a"":22,""two_m1_minus_1"":47,""two_m2_minus_1"":47,""matrix"":[[24,1,22,0],[1,2,0,0],[22,0,24,1],[0,0,1,2]],""m_Q_zero"":""-1""}]",False,True,True,3,11,"[0,1,0,1,1,1,0]","[[4,0,0,-1,-1,0,0],[0,2,-1,0,0,0,0],[0,-1,3,-1,-1,0,0],[-1,0,-1,2,0,0,0],[-1,0,-1,0,5,0,-1],[0,0,0,0,0,2,-1],[0,0,0,0,-1,-1,2]]","[[5,1,6,26],[1,10,2,11],[9,2,10,3],[3,18,4,19],[17,4,18,5],[25,7,26,6],[7,16,8,17],[19,8,20,9],[11,20,12,21],[21,12,22,13],[13,24,14,25],[23,14,24,15],[15,22,16,23]]"
13a_3705,13,"[2,3]",4,False,277,7,1,-1,2,"[{""m1"":6,""m2"":16,""a"":4,""two_m1_minus_1"":11,""two_m2_minus_1"":31,""matrix"":[[6,1,4,0],[1,2,0,0],[4,0,16,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":70,""m2"":70,""a"":69,""two_m1_minus_1"":139,""two_m2_minus_1"":139,""matrix"":[[70,1,69,0],[1,2,0,0],[69,0,70,1],[0,0,1,2]],""m_Q_zero"":""-1""}]",False,True,True,3,11,"[0,1,0,1,1,1,0]","[[4,0,0,-1,-1,0,0],[0,2,-1,0,0,0,0],[0,-1,3,-1,-1,0,0],[-1,0,-1,2,0,0,0],[-1,0,-1,0,3,0,-1],[0,0,0,0,0,4,-3],[0,0,0,0,-1,-3,4]]","[[5,1,6,26],[1,10,2,11],[9,2,10,3],[3,18,4,19],[17,4,18,5],[25,7,26,6],[7,16,8,17],[19,8,20,9],[11,24,12,25],[21,12,22,13],[13,22,14,23],[23,14,24,15],[15,20,16,21]]"
13a_3727,13,"[2,3]",4,False,469,5,1,-1,5,"[{""m1"":4,""m2"":34,""a"":0,""two_m1_minus_1"":7,""two_m2_minus_1"":67,""matrix"":[[4,1,0,0],[1,2,0,0],[0,0,34,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":6,""m2"":22,""a"":1,""two_m1_minus_1"":11,""two_m2_minus_1"":43,""matrix"":[[6,1,1,0],[1,2,0,0],[1,0,22,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":10,""m2"":18,""a"":7,""two_m1_minus_1"":19,""two_m2_minus_1"":35,""matrix"":[[10,1,7,0],[1,2,0,0],[7,0,18,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":24,""m2"":28,""a"":23,""two_m1_minus_1"":47,""two_m2_minus_1"":55,""matrix"":[[24,1,23,0],[1,2,0,0],[23,0,28,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":118,""m2"":118,""a"":117,""two_m1_minus_1"":235,""two_m2_minus_1"":235,""matrix"":[[118,1,117,0],[1,2,0,0],[117,0,118,1],[0,0,1,2]],""m_Q_zero"":""-1""}]",False,True,True,3,9,"[0,1,0,1,0]","[[4,-1,-1,-1,0],[-1,4,-2,0,0],[-1,-2,6,-2,-1],[-1,0,-2,5,-1],[0,0,-1,-1,3]]","[[5,1,6,26],[1,20,2,21],[9,2,10,3],[3,10,4,11],[19,4,20,5],[13,6,14,7],[7,22,8,23],[15,9,16,8],[11,19,12,18],[25,12,26,13],[21,15,22,14],[23,16,24,17],[17,24,18,25]]"
13a_3736,13,"[2,3]",4,False,353,6,1,-1,4,"[{""m1"":2,""m2"":60,""a"":1,""two_m1_minus_1"":3,""two_m2_minus_1"":119,""matrix"":[[2,1,1,0],[1,2,0,0],[1,0,60,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":4,""m2"":26,""a"":1,""two_m1_minus_1"":7,""two_m2_minus_1"":51,""matrix"":[[4,1,1,0],[1,2,0,0],[1,0,26,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":14,""m2"":16,""a"":11,""two_m1_minus_1"":27,""two_m2_minus_1"":31,""matrix"":[[14,1,11,0],[1,2,0,0],[11,0,16,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":30,""m2"":32,""a"":29,""two_m1_minus_1"":59,""two_m2_minus_1"":63,""matrix"":[[30,1,29,0],[1,2,0,0],[29,0,32,1],[0,0,1,2]],""m_Q_zero"":""-1""}]",False,True,True,3,10,"[0,1,0,1,0,1]","[[4,-1,-1,-1,0,0],[-1,4,-2,0,0,0],[-1,-2,5,0,0,-1],[-1,0,0,4,-1,0],[0,0,0,-1,2,-1],[0,0,-1,0,-1,2]]","[[5,1,6,26],[1,20,2,21],[9,2,10,3],[3,10,4,11],[19,4,20,5],[13,6,14,7],[7,14,8,15],[21,9,22,8],[11,19,12,18],[25,12,26,13],[15,24,16,25],[23,16,24,17],[17,22,18,23]]"
13a_3823,13,"[2,3]",4,False,433,5,1,-1,3,"[{""m1"":4,""m2"":34,""a"":3,""two_m1_minus_1"":7,""two_m2_minus_1"":67,""matrix"":[[4,1,3,0],[1,2,0,0],[3,0,34,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":10,""m2"":12,""a"":1,""two_m1_minus_1"":19,""two_m2_minus_1"":23,""matrix"":[[10,1,1,0],[1,2,0,0],[1,0,12,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":16,""m2"":22,""a"":15,""two_m1_minus_1"":31,""two_m2_minus_1"":43,""matrix"":[[16,1,15,0],[1,2,0,0],[15,0,22,1],[0,0,1,2]],""m_Q_zero"":""-1""}]",False,True,True,3,9,"[0,1,0,0,1]","[[4,0,0,-1,-2],[0,4,-1,-2,0],[0,-1,4,-1,-1],[-1,-2,-1,4,0],[-2,0,-1,0,5]]","[[5,1,6,26],[1,12,2,13],[9,2,10,3],[3,21,4,20],[23,5,24,4],[17,6,18,7],[7,18,8,19],[13,9,14,8],[21,10,22,11],[11,22,12,23],[19,14,20,15],[15,24,16,25],[25,16,26,17]]"
13a_3845,13,"[2,3]",4,False,177,6,1,-1,2,"[{""m1"":2,""m2"":30,""a"":0,""two_m1_minus_1"":3,""two_m2_minus_1"":59,""matrix"":[[2,1,0,0],[1,2,0,0],[0,0,30,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":16,""m2"":16,""a"":14,""two_m1_minus_1"":31,""two_m2_minus_1"":31,""matrix"":[[16,1,14,0],[1,2,0,0],[14,0,16,1],[0,0,1,2]],""m_Q_zero"":""-1""}]",False,True,True,3,10,"[0,1,0,1,0,1]","[[4,0,0,-1,-1,-1],[0,2,-1,0,0,0],[0,-1,2,-1,0,0],[-1,0,-1,2,0,0],[-1,0,0,0,3,-1],[-1,0,0,0,-1,6]]","[[5,1,6,26],[1,12,2,13],[11,2,12,3],[3,10,4,11],[9,4,10,5],[17,7,18,6],[7,24,8,25],[19,8,20,9],[13,20,14,21],[21,14,22,15],[15,22,16,23],[23,16,24,17],[25,19,26,18]]"
13a_3869,13,"[2,3]",4,False,209,4,1,-1,6,"[{""m1"":2,""m2"":36,""a"":1,""two_m1_minus_1"":3,""two_m2_minus_1"":71,""matrix"":[[2,1,1,0],[1,2,0,0],[1,0,36,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":4,""m2"":18,""a"":3,""two_m1_minus_1"":7,""two_m2_minus_1"":35,""matrix"":[[4,1,3,0],[1,2,0,0],[3,0,18,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":6,""m2"":10,""a"":0,""two_m1_minus_1"":11,""two_m2_minus_1"":19,""matrix"":[[6,1,0,0],[1,2,0,0],[0,0,10,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":8,""m2"":8,""a"":2,""two_m1_minus_1"":15,""two_m2_minus_1"":15,""matrix"":[[8,1,2,0],[1,2,0,0],[2,0,8,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":8,""m2"":14,""a"":7,""two_m1_minus_1"":15,""two_m2_minus_1"":27,""matrix"":[[8,1,7,0],[1,2,0,0],[7,0,14,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":18,""m2"":20,""a"":17,""two_m1_minus_1"":35,""two_m2_minus_1"":39,""matrix"":[[18,1,17,0],[1,2,0,0],[17,0,20,1],[0,0,1,2]],""m_Q_zero"":""-1""}]",False,True,True,3,8,"[0,1,1,1]","[[5,0,-2,-1],[0,3,-1,-1],[-2,-1,8,-1],[-1,-1,-1,3]]","[[5,1,6,26],[1,20,2,21],[11,3,12,2],[3,19,4,18],[9,4,10,5],[25,7,26,6],[7,16,8,17],[17,8,18,9],[19,11,20,10],[21,12,22,13],[13,22,14,23],[23,14,24,15],[15,24,16,25]]"
13a_3902,13,"[2,3]",4,False,181,7,1,-1,3,"[{""m1"":4,""m2"":16,""a"":3,""two_m1_minus_1"":7,""two_m2_minus_1"":31,""matrix"":[[4,1,3,0],[1,2,0,0],[3,0,16,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":10,""m2"":12,""a"":8,""two_m1_minus_1"":19,""two_m2_minus_1"":23,""matrix"":[[10,1,8,0],[1,2,0,0],[8,0,12,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":46,""m2"":46,""a"":45,""two_m1_minus_1"":91,""two_m2_minus_1"":91,""matrix"":[[46,1,45,0],[1,2,0,0],[45,0,46,1],[0,0,1,2]],""m_Q_zero"":""-1""}]",False,True,True,3,11,"[0,1,1,0,1,1,0]","[[6,-3,0,0,0,-1,0],[-3,4,0,0,0,0,0],[0,0,3,-1,0,0,-1],[0,0,-1,2,-1,0,0],[0,0,0,-1,2,0,0],[-1,0,0,0,0,2,-1],[0,0,-1,0,0,-1,2]]","[[5,1,6,26],[1,14,2,15],[11,2,12,3],[3,12,4,13],[13,4,14,5],[19,6,20,7],[7,22,8,23],[21,8,22,9],[9,20,10,21],[15,11,16,10],[25,16,26,17],[17,24,18,25],[23,18,24,19]]"
13a_3943,13,"[2,3]",4,False,377,6,1,-1,4,"[{""m1"":2,""m2"":64,""a"":1,""two_m1_minus_1"":3,""two_m2_minus_1"":127,""matrix"":[[2,1,1,0],[1,2,0,0],[1,0,64,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":4,""m2"":30,""a"":3,""two_m1_minus_1"":7,""two_m2_minus_1"":59,""matrix"":[[4,1,3,0],[1,2,0,0],[3,0,30,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":14,""m2"":20,""a"":13,""two_m1_minus_1"":27,""two_m2_minus_1"":39,""matrix"":[[14,1,13,0],[1,2,0,0],[13,0,20,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":32,""m2"":34,""a"":31,""two_m1_minus_1"":63,""two_m2_minus_1"":67,""matrix"":[[32,1,31,0],[1,2,0,0],[31,0,34,1],[0,0,1,2]],""m_Q_zero"":""-1""}]",False,True,True,3,10,"[0,1,0,0,1,1]","[[4,-1,0,-1,0,-1],[-1,4,-2,0,0,0],[0,-2,6,0,-3,-1],[-1,0,0,3,-1,0],[0,0,-3,-1,4,0],[-1,0,-1,0,0,2]]","[[5,1,6,26],[1,16,2,17],[11,2,12,3],[3,12,4,13],[15,4,16,5],[17,7,18,6],[7,24,8,25],[21,8,22,9],[9,22,10,23],[23,10,24,11],[13,20,14,21],[19,14,20,15],[25,19,26,18]]"
13a_3975,13,"[2,3]",4,False,337,7,1,-1,2,"[{""m1"":6,""m2"":16,""a"":1,""two_m1_minus_1"":11,""two_m2_minus_1"":31,""matrix"":[[6,1,1,0],[1,2,0,0],[1,0,16,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":10,""m2"":12,""a"":5,""two_m1_minus_1"":19,""two_m2_minus_1"":23,""matrix"":[[10,1,5,0],[1,2,0,0],[5,0,12,1],[0,0,1,2]],""m_Q_zero"":""-1""}]",False,True,True,3,11,"[0,1,0,1,0,1,1]","[[5,-1,0,-1,0,0,-1],[-1,4,-2,0,0,0,0],[0,-2,4,0,0,-1,-1],[-1,0,0,2,-1,0,0],[0,0,0,-1,2,-1,0],[0,0,-1,0,-1,3,0],[-1,0,-1,0,0,0,2]]","[[5,1,6,26],[1,16,2,17],[11,2,12,3],[3,12,4,13],[15,4,16,5],[25,7,26,6],[7,20,8,21],[19,8,20,9],[9,18,10,19],[23,10,24,11],[13,22,14,23],[21,14,22,15],[17,24,18,25]]"
13a_3980,13,"[2,3]",4,False,349,5,1,-1,4,"[{""m1"":4,""m2"":28,""a"":3,""two_m1_minus_1"":7,""two_m2_minus_1"":55,""matrix"":[[4,1,3,0],[1,2,0,0],[3,0,28,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":6,""m2"":18,""a"":3,""two_m1_minus_1"":11,""two_m2_minus_1"":35,""matrix"":[[6,1,3,0],[1,2,0,0],[3,0,18,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":18,""m2"":22,""a"":17,""two_m1_minus_1"":35,""two_m2_minus_1"":43,""matrix"":[[18,1,17,0],[1,2,0,0],[17,0,22,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":88,""m2"":88,""a"":87,""two_m1_minus_1"":175,""two_m2_minus_1"":175,""matrix"":[[88,1,87,0],[1,2,0,0],[87,0,88,1],[0,0,1,2]],""m_Q_zero"":""-1""}]",False,True,True,3,9,"[0,1,0,1,1]","[[5,-1,0,-1,-1],[-1,4,-2,0,0],[0,-2,6,-1,-1],[-1,0,-1,3,0],[-1,0,-1,0,2]]","[[5,1,6,26],[1,16,2,17],[11,2,12,3],[3,12,4,13],[15,4,16,5],[25,7,26,6],[7,20,8,21],[23,8,24,9],[9,19,10,18],[17,11,18,10],[13,22,14,23],[21,14,22,15],[19,24,20,25]]"
13a_3981,13,"[2,3]",4,False,309,7,1,-1,4,"[{""m1"":2,""m2"":52,""a"":0,""two_m1_minus_1"":3,""two_m2_minus_1"":103,""matrix"":[[2,1,0,0],[1,2,0,0],[0,0,52,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":8,""m2"":12,""a"":3,""two_m1_minus_1"":15,""two_m2_minus_1"":23,""matrix"":[[8,1,3,0],[1,2,0,0],[3,0,12,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":16,""m2"":20,""a"":15,""two_m1_minus_1"":31,""two_m2_minus_1"":39,""matrix"":[[16,1,15,0],[1,2,0,0],[15,0,20,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":78,""m2"":78,""a"":77,""two_m1_minus_1"":155,""two_m2_minus_1"":155,""matrix"":[[78,1,77,0],[1,2,0,0],[77,0,78,1],[0,0,1,2]],""m_Q_zero"":""-1""}]",False,True,True,3,11,"[0,1,0,1,0,1,1]","[[5,-1,0,-1,0,0,-1],[-1,4,-2,0,0,0,0],[0,-2,4,0,0,-1,-1],[-1,0,0,3,-1,0,0],[0,0,0,-1,2,-1,0],[0,0,-1,0,-1,2,0],[-1,0,-1,0,0,0,2]]","[[5,1,6,26],[1,16,2,17],[11,2,12,3],[3,12,4,13],[15,4,16,5],[25,7,26,6],[7,18,8,19],[23,8,24,9],[9,22,10,23],[21,10,22,11],[13,20,14,21],[19,14,20,15],[17,24,18,25]]"
13a_4025,13,"[2,3]",4,False,233,4,1,-1,3,"[{""m1"":2,""m2"":40,""a"":1,""two_m1_minus_1"":3,""two_m2_minus_1"":79,""matrix"":[[2,1,1,0],[1,2,0,0],[1,0,40,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":6,""m2"":14,""a"":4,""two_m1_minus_1"":11,""two_m2_minus_1"":27,""matrix"":[[6,1,4,0],[1,2,0,0],[4,0,14,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":20,""m2"":22,""a"":19,""two_m1_minus_1"":39,""two_m2_minus_1"":43,""matrix"":[[20,1,19,0],[1,2,0,0],[19,0,22,1],[0,0,1,2]],""m_Q_zero"":""-1""}]",False,True,True,3,8,"[0,0,1,1]","[[3,-1,0,-1],[-1,4,-2,0],[0,-2,5,-2],[-1,0,-2,7]]","[[5,1,6,26],[1,17,2,16],[11,2,12,3],[3,12,4,13],[17,5,18,4],[19,6,20,7],[7,20,8,21],[21,8,22,9],[9,22,10,23],[15,10,16,11],[13,25,14,24],[23,15,24,14],[25,18,26,19]]"
13a_4091,13,"[2,3]",4,False,253,7,1,-1,2,"[{""m1"":6,""m2"":12,""a"":0,""two_m1_minus_1"":11,""two_m2_minus_1"":23,""matrix"":[[6,1,0,0],[1,2,0,0],[0,0,12,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":64,""m2"":64,""a"":63,""two_m1_minus_1"":127,""two_m2_minus_1"":127,""matrix"":[[64,1,63,0],[1,2,0,0],[63,0,64,1],[0,0,1,2]],""m_Q_zero"":""-1""}]",False,True,True,3,11,"[0,1,0,1,1,1,0]","[[4,0,0,-1,-1,0,0],[0,2,-1,0,0,0,0],[0,-1,5,-1,-3,0,0],[-1,0,-1,2,0,0,0],[-1,0,-3,0,5,0,-1],[0,0,0,0,0,2,-1],[0,0,0,0,-1,-1,2]]","[[5,1,6,26],[1,12,2,13],[11,2,12,3],[3,18,4,19],[17,4,18,5],[25,7,26,6],[7,16,8,17],[19,8,20,9],[9,20,10,21],[21,10,22,11],[13,24,14,25],[23,14,24,15],[15,22,16,23]]"
13a_4093,13,"[2,3]",4,False,385,7,1,-1,4,"[{""m1"":4,""m2"":28,""a"":0,""two_m1_minus_1"":7,""two_m2_minus_1"":55,""matrix"":[[4,1,0,0],[1,2,0,0],[0,0,28,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":6,""m2"":18,""a"":0,""two_m1_minus_1"":11,""two_m2_minus_1"":35,""matrix"":[[6,1,0,0],[1,2,0,0],[0,0,18,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":12,""m2"":12,""a"":6,""two_m1_minus_1"":23,""two_m2_minus_1"":23,""matrix"":[[12,1,6,0],[1,2,0,0],[6,0,12,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":16,""m2"":16,""a"":12,""two_m1_minus_1"":31,""two_m2_minus_1"":31,""matrix"":[[16,1,12,0],[1,2,0,0],[12,0,16,1],[0,0,1,2]],""m_Q_zero"":""-1""}]",False,True,True,3,11,"[0,1,0,1,1,1,0]","[[4,0,0,-1,-1,0,0],[0,2,-1,0,0,0,0],[0,-1,5,-1,-1,-2,0],[-1,0,-1,2,0,0,0],[-1,0,-1,0,3,0,-1],[0,0,-2,0,0,4,-1],[0,0,0,0,-1,-1,2]]","[[5,1,6,26],[1,12,2,13],[11,2,12,3],[3,18,4,19],[17,4,18,5],[25,7,26,6],[7,16,8,17],[19,8,20,9],[9,22,10,23],[23,10,24,11],[13,24,14,25],[21,14,22,15],[15,20,16,21]]"
13a_4096,13,"[2,3]",4,False,297,5,1,-1,6,"[{""m1"":2,""m2"":50,""a"":0,""two_m1_minus_1"":3,""two_m2_minus_1"":99,""matrix"":[[2,1,0,0],[1,2,0,0],[0,0,50,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":4,""m2"":22,""a"":1,""two_m1_minus_1"":7,""two_m2_minus_1"":43,""matrix"":[[4,1,1,0],[1,2,0,0],[1,0,22,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":6,""m2"":14,""a"":0,""two_m1_minus_1"":11,""two_m2_minus_1"":27,""matrix"":[[6,1,0,0],[1,2,0,0],[0,0,14,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":10,""m2"":10,""a"":4,""two_m1_minus_1"":19,""two_m2_minus_1"":19,""matrix"":[[10,1,4,0],[1,2,0,0],[4,0,10,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":12,""m2"":14,""a"":9,""two_m1_minus_1"":23,""two_m2_minus_1"":27,""matrix"":[[12,1,9,0],[1,2,0,0],[9,0,14,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":26,""m2"":26,""a"":24,""two_m1_minus_1"":51,""two_m2_minus_1"":51,""matrix"":[[26,1,24,0],[1,2,0,0],[24,0,26,1],[0,0,1,2]],""m_Q_zero"":""-1""}]",False,True,True,3,9,"[0,1,1,1,0]","[[4,-1,0,-1,0],[-1,4,-2,0,0],[0,-2,4,0,-1],[-1,0,0,5,-1],[0,0,-1,-1,2]]","[[5,1,6,26],[1,18,2,19],[11,3,12,2],[3,11,4,10],[17,4,18,5],[25,7,26,6],[7,16,8,17],[21,8,22,9],[9,20,10,21],[19,12,20,13],[13,22,14,23],[23,14,24,15],[15,24,16,25]]"
13a_4101,13,"[2,3]",4,False,205,7,1,-1,3,"[{""m1"":6,""m2"":10,""a"":1,""two_m1_minus_1"":11,""two_m2_minus_1"":19,""matrix"":[[6,1,1,0],[1,2,0,0],[1,0,10,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":12,""m2"":12,""a"":9,""two_m1_minus_1"":23,""two_m2_minus_1"":23,""matrix"":[[12,1,9,0],[1,2,0,0],[9,0,12,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":52,""m2"":52,""a"":51,""two_m1_minus_1"":103,""two_m2_minus_1"":103,""matrix"":[[52,1,51,0],[1,2,0,0],[51,0,52,1],[0,0,1,2]],""m_Q_zero"":""-1""}]",False,True,True,3,11,"[0,1,0,1,1,0,1]","[[4,0,0,-1,-1,0,0],[0,2,-1,0,0,0,0],[0,-1,3,-1,0,0,-1],[-1,0,-1,2,0,0,0],[-1,0,0,0,5,-1,0],[0,0,0,0,-1,2,-1],[0,0,-1,0,0,-1,2]]","[[5,1,6,26],[1,12,2,13],[11,2,12,3],[3,18,4,19],[17,4,18,5],[25,7,26,6],[7,16,8,17],[21,8,22,9],[9,20,10,21],[19,10,20,11],[13,22,14,23],[23,14,24,15],[15,24,16,25]]"
13a_4104,13,"[2,3]",4,False,385,5,1,-1,4,"[{""m1"":4,""m2"":28,""a"":0,""two_m1_minus_1"":7,""two_m2_minus_1"":55,""matrix"":[[4,1,0,0],[1,2,0,0],[0,0,28,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":6,""m2"":18,""a"":0,""two_m1_minus_1"":11,""two_m2_minus_1"":35,""matrix"":[[6,1,0,0],[1,2,0,0],[0,0,18,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":12,""m2"":12,""a"":6,""two_m1_minus_1"":23,""two_m2_minus_1"":23,""matrix"":[[12,1,6,0],[1,2,0,0],[6,0,12,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":16,""m2"":16,""a"":12,""two_m1_minus_1"":31,""two_m2_minus_1"":31,""matrix"":[[16,1,12,0],[1,2,0,0],[12,0,16,1],[0,0,1,2]],""m_Q_zero"":""-1""}]",False,True,True,3,9,"[0,1,0,1,1]","[[4,0,0,-1,-1],[0,4,-1,-2,0],[0,-1,5,-1,-3],[-1,-2,-1,4,0],[-1,0,-3,0,5]]","[[5,1,6,26],[1,14,2,15],[11,2,12,3],[3,20,4,21],[17,4,18,5],[25,7,26,6],[7,16,8,17],[21,8,22,9],[9,22,10,23],[23,10,24,11],[19,13,20,12],[13,19,14,18],[15,24,16,25]]"
13a_4108,13,"[2,3]",4,False,129,3,1,-1,4,"[{""m1"":2,""m2"":22,""a"":0,""two_m1_minus_1"":3,""two_m2_minus_1"":43,""matrix"":[[2,1,0,0],[1,2,0,0],[0,0,22,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":4,""m2"":10,""a"":1,""two_m1_minus_1"":7,""two_m2_minus_1"":19,""matrix"":[[4,1,1,0],[1,2,0,0],[1,0,10,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":6,""m2"":8,""a"":3,""two_m1_minus_1"":11,""two_m2_minus_1"":15,""matrix"":[[6,1,3,0],[1,2,0,0],[3,0,8,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":12,""m2"":12,""a"":10,""two_m1_minus_1"":23,""two_m2_minus_1"":23,""matrix"":[[12,1,10,0],[1,2,0,0],[10,0,12,1],[0,0,1,2]],""m_Q_zero"":""-1""}]",False,True,True,3,7,"[0,1,1]","[[6,-1,-1],[-1,4,-2],[-1,-2,7]]","[[5,1,6,26],[1,18,2,19],[11,3,12,2],[3,11,4,10],[17,4,18,5],[25,7,26,6],[7,25,8,24],[23,9,24,8],[9,16,10,17],[19,12,20,13],[13,20,14,21],[21,14,22,15],[15,22,16,23]]"
13a_4113,13,"[2,3]",4,False,337,7,1,-1,2,"[{""m1"":6,""m2"":16,""a"":1,""two_m1_minus_1"":11,""two_m2_minus_1"":31,""matrix"":[[6,1,1,0],[1,2,0,0],[1,0,16,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":10,""m2"":12,""a"":5,""two_m1_minus_1"":19,""two_m2_minus_1"":23,""matrix"":[[10,1,5,0],[1,2,0,0],[5,0,12,1],[0,0,1,2]],""m_Q_zero"":""-1""}]",False,True,True,3,11,"[0,1,0,1,1,0,1]","[[4,0,0,-1,-1,0,0],[0,2,-1,0,0,0,0],[0,-1,3,-1,0,0,-1],[-1,0,-1,2,0,0,0],[-1,0,0,0,3,-1,0],[0,0,0,0,-1,2,-1],[0,0,-1,0,0,-1,4]]","[[5,1,6,26],[1,12,2,13],[11,2,12,3],[3,18,4,19],[17,4,18,5],[25,7,26,6],[7,16,8,17],[23,8,24,9],[9,22,10,23],[19,10,20,11],[13,20,14,21],[21,14,22,15],[15,24,16,25]]"
13a_4114,13,"[2,3]",4,False,181,5,1,-1,3,"[{""m1"":4,""m2"":16,""a"":3,""two_m1_minus_1"":7,""two_m2_minus_1"":31,""matrix"":[[4,1,3,0],[1,2,0,0],[3,0,16,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":10,""m2"":12,""a"":8,""two_m1_minus_1"":19,""two_m2_minus_1"":23,""matrix"":[[10,1,8,0],[1,2,0,0],[8,0,12,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":46,""m2"":46,""a"":45,""two_m1_minus_1"":91,""two_m2_minus_1"":91,""matrix"":[[46,1,45,0],[1,2,0,0],[45,0,46,1],[0,0,1,2]],""m_Q_zero"":""-1""}]",False,True,True,3,9,"[0,1,0,1,1]","[[6,0,0,-1,-1],[0,2,-1,0,0],[0,-1,3,-1,-1],[-1,0,-1,2,0],[-1,0,-1,0,5]]","[[5,1,6,26],[1,12,2,13],[11,2,12,3],[3,18,4,19],[17,4,18,5],[25,7,26,6],[7,25,8,24],[23,9,24,8],[9,16,10,17],[19,10,20,11],[13,20,14,21],[21,14,22,15],[15,22,16,23]]"
